Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
1091572,barcelona,Apartment,From 11 June,1560-2100,bills included,One-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1091572,Barcelona,1,No info,1,50,1830
89758,barcelona,Room,From 1 July,680,bills included,Bright room in 5-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/89758,Gothic Quarter,No info,5,2,140,680
941796,barcelona,Apartment,From 11 March,3560,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/941796,Barcelona,3,No info,2,72,3560
95337,barcelona,Room,From 2 April,533-710,bills included,Decorated room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/95337,El Born,No info,9,2,230,621
128153,barcelona,Room,From 1 July,450,bills included,Ample room in 8-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/128153,Gothic Quarter,No info,8,2,175,450
1190810,barcelona,Room,From 7 March,750,some bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190810,Barcelona,No info,5,No info,No info,750
133684,barcelona,Apartment,From 2 May,1600,some bills included,Spacious 2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/133684,El Raval,2,No info,1,55,1600
1003596,barcelona,Apartment,From 3 March,10000,bills included,Whole 9 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1003596,Barcelona,9,No info,6,812,10000
656810,barcelona,Room,From 1 June,800,bills included,Room for rent in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/656810,Eixample Dreta,No info,4,1,84,800
941805,barcelona,Apartment,From 19 March,3280,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/941805,Barcelona,3,No info,2,104,3280
1172425,barcelona,Room,From 5 March,978,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172425,Barcelona,No info,3,2,62,978
937229,barcelona,Room,From 1 June,750,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/937229,Barcelona,No info,4,1,86,750
592526,barcelona,Room,From 31 May,625-780,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592526,Barcelona,No info,3,No info,No info,702
1196233,barcelona,Apartment,From 6 May,2400-3000,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196233,Barcelona,2,No info,No info,No info,2700
628213,barcelona,Apartment,From 30 May,1390,some bills included,Fully equipped apartment a few steps from the metro Poblenou,https://www.spotahome.com/barcelona/for-rent:apartments/628213,Poblenou,2,No info,1,No info,1390
275857,barcelona,Room,From 6 July,400,bills included,Bright room for rent in 3-bedroom apartment Horta,https://www.spotahome.com/barcelona/for-rent:rooms/275857,Horta-Guinardo,No info,3,1,85,400
930728,barcelona,Studio,From 2 March,1650-1850,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/930728,Barcelona,No info,No info,1,35,1750
971675,barcelona,Room,From 1 June,750,bills included,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/971675,El Raval,No info,5,2,140,750
651714,barcelona,Studio,From 1 May,1500,bills included,Studio apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/651714,Sants,No info,No info,1,No info,1500
136576,barcelona,Room,From 21 June,600,bills included,Tidy room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/136576,Barcelona,No info,5,4,195,600
1064371,barcelona,Room,From 4 May,710-900,some bills included,Room for rent in 6-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1064371,El Raval,No info,6,No info,No info,805
988088,barcelona,Room,From 30 June,460,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988088,Barcelona,No info,5,2,No info,460
592527,barcelona,Room,From 30 April,860,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592527,Barcelona,No info,3,No info,No info,860
705962,barcelona,Apartment,From 5 June,1550,some bills included,1-bedroom apartment for rent in El Guinard Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/705962,El Guinard,1,No info,1,55,1550
85474,barcelona,Room,From 6 June,490,bills included,Great room in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/85474,El Raval,No info,4,2,90,490
986284,barcelona,Apartment,From 1 July,1720,bills included,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/986284,Barcelona,4,No info,1,75,1720
620703,barcelona,Apartment,From 29 May,1450,some bills included,Magnificent apartment with luxury finishes,https://www.spotahome.com/barcelona/for-rent:apartments/620703,Barcelona,1,No info,1,No info,1450
967954,barcelona,Apartment,From 1 July,1400,spotahome plus,Whole 5 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/967954,Barcelona,5,No info,1,65,1400
147091,barcelona,Room,From 3 June,500,bills included,Single room in 3-bed apartment by Sant Martí Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/147091,Sant Marta,No info,3,1,75,500
641682,barcelona,Apartment,From 22 March,2994-3663,no deposit,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/641682,Barcelona,1,No info,1,50,3328
304504,barcelona,Apartment,From 18 June,1500,instant booking,1-bedroom apartment for rent in L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:apartments/304504,Eixample Esquerra,1,No info,1,40,1500
1180422,barcelona,Apartment,From 21 March,3334-3905,no deposit,1-bedroom apartment for rent in Sarrià Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180422,Sarria-Sant Gervasi,1,No info,No info,No info,3619
270611,barcelona,Room,From 1 May,950,bills included,Room for rent in 6-bedroom apartment in Horta-Guinardó,https://www.spotahome.com/barcelona/for-rent:rooms/270611,Horta-Guinardo,No info,6,7,190,950
270610,barcelona,Room,From 1 May,950,bills included,Room for rent in 6-bedroom apartment in Horta-Guinardó,https://www.spotahome.com/barcelona/for-rent:rooms/270610,Horta-Guinardo,No info,6,7,190,950
1073973,barcelona,Apartment,From 2 March,3251,some bills included,Wonderful furnished apartment in Poblenou,https://www.spotahome.com/barcelona/for-rent:apartments/1073973,Poblenou,2,No info,2,No info,3251
872608,barcelona,Room,From 1 July,450,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/872608,Barcelona,No info,6,2,190,450
639144,barcelona,Room,From 30 April,575,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/639144,Barcelona,No info,6,2,No info,575
123427,barcelona,Room,From 1 July,450,bills included,Relaxing room in 3-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/123427,Eixample,No info,3,2,85,450
1199368,barcelona,Apartment,From 24 May,990,some bills included,Comfortable studio in central area of Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1199368,Barcelona,1,No info,1,No info,990
267744,barcelona,Room,From 1 June,890,bills included,Room to rent in 7-bedroom apartment Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/267744,Eixample Dreta,No info,6,No info,160,890
952425,barcelona,Room,From 4 June,787,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952425,Barcelona,No info,5,No info,94,787
84219,barcelona,Room,From 1 June,685,bills included,Furnished room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/84219,Eixample,No info,4,2,110,685
206256,barcelona,Apartment,From 4 June,1250,bills included,1-bedroom apartment for rent Sarrià-Sant Gervasi Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/206256,Sarria-Sant Gervasi,1,No info,1,35,1250
112859,barcelona,Room,From 4 June,670,bills included,Furnished room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/112859,Eixample,No info,4,2,100,670
237153,barcelona,Room,From 7 June,590,bills included,Room in 3-bedroom apartment in Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/237153,Horta-Guinardo,No info,3,2,110,590
140431,barcelona,Room,From 24 June,520,bills included,Cozy room in 10-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/140431,Gothic Quarter,No info,10,3,180,520
146455,barcelona,Room,From 2 June,539-718,bills included,Furnished room in 7-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/146455,El Born,No info,7,2,120,628
1167526,barcelona,Studio,From 16 May,950,bills included,Studio apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1167526,El Born,No info,No info,No info,No info,950
478815,barcelona,Room,From 4 July,400,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/478815,Barcelona,No info,2,1,45,400
994791,barcelona,Room,From 15 May,545,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994791,Barcelona,No info,7,No info,No info,545
336687,barcelona,Room,From 1 June,550,bills included,Room to rent in 4-bedroom apartment in Collblanc,https://www.spotahome.com/barcelona/for-rent:rooms/336687,Collblanc,No info,4,1,70,550
255903,barcelona,Room,From 1 July,460,some bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/255903,Barcelona,No info,3,1,No info,460
1089829,barcelona,Apartment,From 7 March,5998,spotahome plus,3-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1089829,Ciutat Vella,3,No info,2,115,5998
426454,barcelona,Room,From 2 March,630,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/426454,Barcelona,No info,5,2,180,630
620720,barcelona,Apartment,From 3 April,1550,some bills included,Apartment for rent in calle de la Paloma,https://www.spotahome.com/barcelona/for-rent:apartments/620720,Paloma,2,No info,2,No info,1550
936743,barcelona,Room,From 3 March,681-908,bills included,Rooms for rent in a 5-bedroom apartment  in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/936743,Barcelona,No info,5,No info,No info,794
117041,barcelona,Room,From 1 July,490,bills included,Comfortable room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/117041,Eixample,No info,4,1,75,490
219455,barcelona,Room,From 30 April,570,instant booking,Charming room in 5-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/219455,Gracia,No info,5,2,No info,570
1190173,barcelona,Room,From 1 July,450,bills included,Shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190173,Barcelona,No info,4,1,No info,450
262627,barcelona,Apartment,From 1 July,1750,some bills included,Spacious 3-bedroom apartment for rent in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/262627,Poblenou,3,No info,2,110,1750
966442,barcelona,Apartment,From 7 March,6720,bills included,Whole 4 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/966442,Barcelona,4,No info,3,200,6720
953316,barcelona,Room,From 3 July,394-437,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953316,Barcelona,No info,6,2,No info,415
608692,barcelona,Room,From 2 June,491-655,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/608692,Barcelona,No info,3,1,150,573
961494,barcelona,Room,From 30 April,850,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/961494,Barcelona,No info,5,3,No info,850
932574,barcelona,Room,From 8 May,625-1250,some bills included,Room to rent in 8-bedroom apartment in Villa de Gracia,https://www.spotahome.com/barcelona/for-rent:rooms/932574,Gracia,No info,8,4,270,937
1180416,barcelona,Apartment,From 25 March,3529-4026,no deposit,1-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180416,Barcelona,1,No info,No info,No info,3777
466287,barcelona,Room,From 3 June,699,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/466287,Barcelona,No info,5,2,125,699
916483,barcelona,Room,From 1 May,740-950,some bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/916483,Barcelona,No info,6,2,169,845
935665,barcelona,Room,From 31 May,645,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935665,Barcelona,No info,6,3,No info,645
153334,barcelona,Room,From 1 July,475,bills included,Room in 10-bedroom apartment in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/153334,Eixample Esquerra,No info,10,3,250,475
1183093,barcelona,Apartment,From 25 March,3900-4389,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183093,Barcelona,1,No info,No info,No info,4144
1203199,barcelona,Apartment,From 2 March,1975,some bills included,"Beautiful furnished apartment close to the station ""Putxet"".",https://www.spotahome.com/barcelona/for-rent:apartments/1203199,Barcelona,3,No info,2,No info,1975
764837,barcelona,Apartment,From 1 May,2500,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/764837,Barcelona,2,No info,2,120,2500
972207,barcelona,Room,From 1 July,700,bills included,Room for rent in 3-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/972207,El Raval,No info,3,1,No info,700
769604,barcelona,Apartment,From 23 March,3770,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/769604,Barcelona,2,No info,2,70,3770
89756,barcelona,Room,From 1 July,590,bills included,Equipped room in 5-bedroom apartment Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/89756,Gothic Quarter,No info,5,2,140,590
956418,barcelona,Room,From 15 June,635,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956418,Barcelona,No info,5,1,90,635
1022795,barcelona,Room,From 1 May,530,instant booking,Room for rent in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022795,El Raval,No info,4,1,No info,530
306305,barcelona,Room,From 23 May,790,bills included,Modern room for rent in 5-bedroom apartment in Gràcia,https://www.spotahome.com/barcelona/for-rent:rooms/306305,Gracia,No info,5,3,115,790
228917,barcelona,Room,From 30 June,500,bills included,Room for rent in 3-bedroom apartment in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/228917,Les Corts,No info,3,2,170,500
988178,barcelona,Room,From 30 June,630,instant booking,Room for rent in 6-bedroom apartment in El Farró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988178,El Farro,No info,7,2,No info,630
927714,barcelona,Room,From 3 June,651,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/927714,Barcelona,No info,5,No info,No info,651
988103,barcelona,Room,From 9 May,620,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/988103,Barcelona,No info,4,No info,No info,620
953315,barcelona,Room,From 3 July,482-535,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953315,Barcelona,No info,6,2,No info,508
354862,barcelona,Studio,From 29 April,1800,bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/354862,Barcelona,No info,No info,1,50,1800
1172539,barcelona,Room,From 18 June,787,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172539,Barcelona,No info,6,4,127,787
364192,barcelona,Room,From 18 June,529,instant booking,Room for rent in 3-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/364192,Sants,No info,3,1,60,529
623251,barcelona,Studio,From 5 May,1350-1650,some bills included,Studio apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/623251,Sants,No info,No info,1,25,1500
229417,barcelona,Room,From 30 June,615,instant booking,Rooms for rent in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/229417,Eixample,No info,7,2,No info,615
928766,barcelona,Room,From 30 June,645,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928766,Barcelona,No info,5,3,107,645
810096,barcelona,Apartment,From 26 March,3603-4147,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810096,Barcelona,1,No info,1,60,3875
86645,barcelona,Apartment,From 7 March,1900-3400,long term,4-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/86645,El Raval,4,No info,1,85,2650
138816,barcelona,Room,From 1 July,590,some bills included,Large room for rent 6-bed apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/138816,Eixample,No info,6,2,180,590
137343,barcelona,Room,From 1 June,850,bills included,Sunny room in shared apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/137343,Gothic Quarter,No info,6,1,210,850
810246,barcelona,Apartment,From 31 March,3271-3936,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810246,Barcelona,2,No info,1,80,3603
611234,barcelona,Room,From 1 July,390,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/611234,Barcelona,No info,4,1,No info,390
601283,barcelona,Room,From 12 May,795,instant booking,Room with terrace in Gothic Quarter,https://www.spotahome.com/barcelona/for-rent:rooms/601283,Gothic Quarter,No info,6,2,75,795
962853,barcelona,Room,From 30 April,615,instant booking,Room for rent in 7-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962853,Sants,No info,7,No info,No info,615
956729,barcelona,Room,From 30 June,460,instant booking,Room for rent in 4-bedroom apartment in Can Baró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956729,Can Baro,No info,4,1,No info,460
396061,barcelona,Room,From 30 April,495,instant booking,Cosy room for rent in Navas Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/396061,Navas,No info,5,1,85,495
229409,barcelona,Room,From 30 April,615,instant booking,Room 7-bedroom apartment L'Esquerra de Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/229409,Eixample Esquerra,No info,7,2,122,615
272931,barcelona,Room,From 29 June,450,some bills included,Cosy room in 3-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/272931,Gracia,No info,3,1,75,450
953095,barcelona,Apartment,From 7 April,2840,no deposit,2-bedroom apartment for rent in Diagonal Mar Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953095,Barcelona,2,No info,1,80,2840
281272,barcelona,Room,From 16 June,560,some bills included,Comfortable room 3-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/281272,Sarria-Sant Gervasi,No info,3,1,70,560
952738,barcelona,Room,From 19 May,952,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952738,Barcelona,No info,9,No info,136,952
1088832,barcelona,Room,From 30 June,610,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1088832,Barcelona,No info,6,2,100,610
442900,barcelona,Room,From 1 July,500,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/442900,Barcelona,No info,4,2,100,500
270612,barcelona,Room,From 1 May,980,bills included,Room for rent in 6-bedroom apartment in Horta-Guinardó,https://www.spotahome.com/barcelona/for-rent:rooms/270612,Horta-Guinardo,No info,6,7,190,980
942589,barcelona,Room,From 15 June,565,instant booking,Room for rent in 5-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/942589,Barcelona,No info,5,No info,No info,565
1083929,barcelona,Apartment,From 6 March,3570,no deposit,2-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1083929,Barcelona,2,No info,2,100,3570
668606,barcelona,Apartment,From 29 March,3416-3961,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668606,Barcelona,1,No info,1,65,3688
400761,barcelona,Room,From 30 June,600,bills included,Room for rent in 11-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/400761,Gothic Quarter,No info,11,2,180,600
102545,barcelona,Room,From 2 June,555-740,bills included,Luminous room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/102545,Eixample,No info,7,2,180,647
594777,barcelona,Apartment,From 30 April,1980,some bills included,1-bedroom apartment for rent in El Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/594777,Gothic Quarter,1,No info,1,50,1980
892574,barcelona,Apartment,From 1 May,2750,bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/892574,Barcelona,3,No info,1,90,2750
580202,barcelona,Room,From 29 June,550,bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580202,Barcelona,No info,1,1,No info,550
592528,barcelona,Room,From 30 April,900,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592528,Barcelona,No info,3,No info,No info,900
956728,barcelona,Room,From 30 June,460,instant booking,Room for rent in 4-bedroom apartment in Can Baró Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956728,Can Baro,No info,4,1,No info,460
956731,barcelona,Room,From 15 June,620,instant booking,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956731,Barcelona,No info,4,1,No info,620
144683,barcelona,Room,From 2 June,710,bills included,Beautiful room in 4-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/144683,Gracia,No info,4,2,100,710
1196089,barcelona,Apartment,From 24 May,1519,no deposit,1-bedroom apartment for rent in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/1196089,Hospitalet de Llobregat,1,No info,No info,No info,1519
153330,barcelona,Room,From 1 July,515,bills included,Room in 10-bedroom apartment in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/153330,Eixample Esquerra,No info,10,3,250,515
133312,barcelona,Room,From 1 June,850,bills included,Rent a room in 8-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/133312,Gracia,No info,8,4,200,850
912990,barcelona,Apartment,From 2 March,2000,some bills included,3-bedroom apartment for rent in Sabadell Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/912990,Sabadell,3,No info,1,75,2000
564949,barcelona,Room,From 4 June,629,instant booking,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/564949,Barcelona,No info,8,2,250,629
1064364,barcelona,Room,From 30 June,550-720,some bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1064364,Barcelona,No info,4,No info,No info,635
971678,barcelona,Room,From 1 June,800,bills included,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/971678,El Raval,No info,5,2,140,800
972221,barcelona,Room,From 1 June,800,bills included,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/972221,El Raval,No info,5,No info,No info,800
972217,barcelona,Room,From 1 June,800,bills included,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/972217,El Raval,No info,5,No info,No info,800
931848,barcelona,Room,From 19 April,575,instant booking,Room for rent in 8-bedroom house in Collblanc Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931848,Collblanc,No info,8,2,140,575
268495,barcelona,Apartment,From 1 June,1500-1600,bills included,Stylish 1-bedroom apartment for rent in La Barceloneta,https://www.spotahome.com/barcelona/for-rent:apartments/268495,Barceloneta,1,No info,1,35,1550
255230,barcelona,Apartment,From 2 June,1700,bills included,Airy 1-bedroom apartment for rent in Poble-sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/255230,Poble-sec,1,No info,1,70,1700
351618,barcelona,Room,From 1 July,530,bills included,Room for rent in shared apartment in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/351618,Sant Andreu,No info,4,1,75,530
166586,barcelona,Room,From 1 July,480,some bills included,Modern room in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/166586,El Raval,No info,5,2,130,480
973250,barcelona,Room,From 30 June,545,instant booking,Room for rent in 5-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973250,Eixample,No info,5,No info,No info,545
265479,barcelona,Apartment,From 2 May,1600-2200,spotahome plus,1-bedroom apartment for rent in Vila Olímpica Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/265479,Vila Olimpica,1,No info,1,50,1900
961096,barcelona,Apartment,From 2 March,3550,some bills included,Spectacular fully furnished apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:apartments/961096,Eixample Dreta,2,No info,1,No info,3550
961099,barcelona,Apartment,From 2 March,3550,some bills included,Spectacular fully furnished apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:apartments/961099,Eixample Dreta,2,No info,1,No info,3550
928769,barcelona,Room,From 1 June,745,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928769,Barcelona,No info,5,3,107,745
323608,barcelona,Room,From 17 June,650,bills included,Room in 6-bedroom apartment in L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/323608,Eixample Esquerra,No info,6,2,100,650
326476,barcelona,Room,From 1 July,500-645,instant booking,Room for rent 7-bedroom apartment L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/326476,Eixample Esquerra,No info,7,1,133,572
947706,barcelona,Room,From 23 May,550,instant booking,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/947706,Barcelona,No info,10,4,No info,550
806768,barcelona,Apartment,From 4 April,2520,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/806768,Barcelona,1,No info,1,40,2520
592517,barcelona,Room,From 1 June,680,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592517,Barcelona,No info,3,No info,No info,680
998524,barcelona,Apartment,From 7 March,2915,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/998524,Eixample,1,No info,1,60,2915
994855,barcelona,Room,From 30 April,565,instant booking,Room for rent in 11-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994855,Barcelona,No info,11,No info,No info,565
